Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
Safeway - Dawson Creek #819,Starbucks,74974-103270,250-782-2253,LS,11216 8th St,11216 8th St,,,Dawson Creek,BC,CA,V1G 3R4,"55.7487335205, -120.224494934",55.74873352,-120.2244949,US Mountain Standard Time,-420,GMT+000000 America/Dawson_Cree,2013-12-08 17:41:59-05:00
Safeway - Prince Albert #356,Starbucks,79568-102941,13069221242,LS,2995 2nd Avenue W,2995 2nd Avenue W,,,Prince Albert,SK,CA,S6V 5V5,"53.1856384277, -105.762733459",53.18563843,-105.7627335,Canada Central Standard Time,-360,GMT-06:00 America/Regina,2013-12-08 17:41:59-05:00
Place Bonaventure,Starbucks,4078-140739,514-871-2826,CO,"800 Rue de la Gauchetiere, #284",800 Rue de la Gauchetiere,#284,,Montreal,QC,CA,H5A 1K6,"45.5003471375, -73.5650787354",45.50034714,-73.56507874,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
129 Pedersen Dr,Starbucks,4761-103569,905-841-6772,CO,"129 Pedersen Drive, Building B, Unit 1",129 Pedersen Drive,"Building B, Unit 1",,Aurora,ON,CA,L4G 0E3,"44.0184135437, -79.4474411011",44.01841354,-79.4474411,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Toronto General Hospital,Starbucks,4518-93219,416-979-0660,CO,"585 University Avenue, R-16",585 University Avenue,R-16,,Toronto,ON,CA,M5G 2N2,"43.6583175659, -79.3894348145",43.65831757,-79.38943481,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
787 Bank Street,Starbucks,4283-937,(613) 232-4166,CO,787 Bank Street,787 Bank Street,,,Ottawa,ON,CA,K1S 3V5,"45.4031944275, -75.6882553101",45.40319443,-75.68825531,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Yonge & Park Home,Starbucks,4703-102543,416-223-9903,CO,5140 Yonge Street,5140 Yonge Street,,,Toronto,ON,CA,M2N 6L7,"43.7682876587, -79.4129486084",43.76828766,-79.41294861,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Mission Heights,Starbucks,4845-108630,7805327768,CO,"6815 Kateri Drive, 101, Mission Heights",6815 Kateri Drive,101,Mission Heights,Grande Prairie,AB,CA,T8W 0H1,"55.1420593262, -118.800460815",55.14205933,-118.8004608,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Sherton Vancouver Airport,Starbucks,2026-107084,604-273-7878,LS,Westminster Highway & Minoru Blvd,Westminster Highway & Minoru Blvd,,,Richmond,BC,CA,V6X 1A3,"49.1708641052, -123.141975403",49.17086411,-123.1419754,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
15 Westney Rd,Starbucks,4860-106552,905-686-6659,CO,"15 Westney Road, Pad 24",15 Westney Road,Pad 24,,Ajax,ON,CA,L1T 1P5,"43.8587913513, -79.0378646851",43.85879135,-79.03786469,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Dickson Crossing,Starbucks,4997-137066,403-945-0846,CO,"3 Stonegate Drive NW, 405",3 Stonegate Drive NW,405,,Airdrie,AB,CA,T4B 0N2,"51.300655365, -114.013969421",51.30065537,-114.0139694,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Kamloops Chapters,Starbucks,4364-6546,250/314-9906,CO,"1395 Hillside Drive, Unit 4","1395 Hillside Drive, Unit 4",,,Kamloops,BC,CA,V2E 2R7,"50.6531181335, -120.375297546",50.65311813,-120.3752975,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1250 Brant St,Starbucks,4511-93329,905-331-7797,CO,"1250 Brant Street, Unit 102",1250 Brant Street,Unit 102,,Burlington,ON,CA,L7P 1X8,"43.3443565369, -79.8273468018",43.34435654,-79.8273468,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
3180 Douglas St - Victoria,Starbucks,4546-95139,250-360-0339,CO,3180 Douglas St,3180 Douglas St,,,Victoria,BC,CA,V8Z 3K5,"48.4469566345, -123.372314453",48.44695663,-123.3723145,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1241 Elgin Mills Road East,Starbucks,4905-110264,905-508-9956,CO,"1241 Elgin Mills Road East, Building C",1241 Elgin Mills Road East,Building C,,Richmond Hill,ON,CA,L4S 0B5,"43.8962974548, -79.4039535522",43.89629745,-79.40395355,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Winnipeg #714,Starbucks,79675-102423,,LS,2155 Pembina Hwy,2155 Pembina Hwy,,,Winnipeg,MB,CA,R3T 2H1,"49.8118858337, -97.1547241211",49.81188583,-97.15472412,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Safeway - Edmonton #802,Starbucks,79611-102933,,LS,576 Riverbend Square NW,576 Riverbend Square NW,,,Edmonton,AB,CA,T6R 2E3,"53.4685211182, -113.588447571",53.46852112,-113.5884476,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Bentall 4 - Burrard & Dunsmuir,Starbucks,4890-108884,604-689-3452,CO,"1055 Dunsmuir Street, 406c",1055 Dunsmuir Street,406c,,Vancouver,BC,CA,V7X 1L3,"49.2863883972, -123.120872498",49.2863884,-123.1208725,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1365 Wilson Rd N,Starbucks,4790-104208,905-728-8312,CO,1365 Wilson Rd N,1365 Wilson Rd N,,,Oshawa,ON,CA,L1K 2Z5,"43.9377937317, -78.858757019",43.93779373,-78.85875702,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Lawson Heights,Starbucks,4485-89500,306-955-5717,CO,"134 Primrose Drive, F08, Mall at Lawson Heights",134 Primrose Drive,F08,Mall at Lawson Heights,Saskatoon,SK,CA,S7K 5S6,"52.1684150696, -106.637184143",52.16841507,-106.6371841,Canada Central Standard Time,-360,GMT-06:00 America/Regina,2013-12-08 17:41:59-05:00
South Edmonton Common Indigo,Starbucks,4505-93335,780-490-4610,CO,"1837 99th Street NW, South Edmonton Common",1837 99th Street NW,,South Edmonton Common,Edmonton,AB,CA,T6N 1K8,"53.4472122192, -113.484619141",53.44721222,-113.4846191,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Island Hwy & Mills Rd,Starbucks,4643-99833,250-248-9720,CO,"382 E Island Highway, Mills Road Plaza",382 E Island Highway,,Mills Road Plaza,Parksville,BC,CA,V9P 1K8,"49.3186035156, -124.300720215",49.31860352,-124.3007202,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway Calgary - #227,Starbucks,79698-120206,403-286-5510,LS,3625 Shaganappi Trl NW,3625 Shaganappi Trl NW,,,Calgary,AB,CA,T3A 0E2,"51.0842857361, -114.156806946",51.08428574,-114.1568069,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Hinton #825,Starbucks,70316-102937,,LS,900 Carmichael Ln,900 Carmichael Ln,,,Hinton,AB,CA,T7V 1Y6,"53.4091415405, -117.586372375",53.40914154,-117.5863724,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
YVR West Chevron,Starbucks,75952-106531,,LS,3211 Grant McConachie Way,3211 Grant McConachie Way,,,Richmond,BC,CA,V7B 1X8,"49.1932220459, -123.181282043",49.19322205,-123.181282,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Calgary # 295,Starbucks,74852-100967,403-235-1437,LS,1440 52nd Street NE,1440 52nd Street NE,,,Calgary,AB,CA,T2A 4T8,"51.0635032654, -113.958312988",51.06350327,-113.958313,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Baseline Road,Starbucks,4362-5763,780/449-1095,CO,"288 Baseline Road, Beaver Brook Square",288 Baseline Road,,Beaver Brook Square,Sherwood Park,AB,CA,T8H 1R4,"53.5415496826, -113.308517456",53.54154968,-113.3085175,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Chapters - Bayers Lake,Starbucks,72119-3609,902-450-1093,LS,188 Chainlake Drive,188 Chainlake Drive,,,Halifax,NS,CA,B3S 1C5,"44.648815155, -63.674697876",44.64881516,-63.67469788,Atlantic Standard Time,-240,GMT-04:00 America/Halifax,2013-12-08 17:41:59-05:00
"YYZ Toronto Term 1, Yorkvlle ED3-1A",Starbucks,75687-84980,4167763100,LS,"6301 Silver Dart Drive, Terminal 1, HMS HOST @ YYZ Term A",6301 Silver Dart Drive,Terminal 1,HMS HOST @ YYZ Term A,Mississauga,ON,CA,L5P 1B2,"43.6819725037, -79.6140365601",43.6819725,-79.61403656,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Morningside & Lawrence,Starbucks,4777-104186,416-208-9477,CO,255 Morningside Avenue,255 Morningside Avenue,,,Toronto,ON,CA,M1E 3E6,"43.7703742981, -79.1864852905",43.7703743,-79.18648529,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
"100 Trainyards Drive, Unit 14A",Starbucks,4957-130970,613-241-8858,CO,"100 Trainyards Drive,  Unit 14A","100 Trainyards Drive,  Unit 14A",,,Ottawa,ON,CA,K1G 3S2,"45.4131507874, -75.6468963623",45.41315079,-75.64689636,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Aramark University of British Colum,Starbucks,5077-140164,,LS,3333 University Way,3333 University Way,,,Kelowna,BC,CA,V1V 1V7,"49.9480018616, -119.426765442",49.94800186,-119.4267654,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Cornwall & Cypress,Starbucks,4576-96682,604-733-6211,CO,1895 Cornwall Ave,1895 Cornwall Ave,,,Vancouver,BC,CA,V6J 1C6,"49.2728118896, -123.147590637",49.27281189,-123.1475906,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Pinos Get Fresh-Sault Ste Marie,Starbucks,3620-144025,,LS,197 Trunk Rd,197 Trunk Rd,,,Sault Ste. Marie,ON,CA,P6A 3S5,"46.51379776, -84.2921447754",46.51379776,-84.29214478,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Gateway Casino and Hotel,Starbucks,70310-133529,604-453-0750,LS,4331 Dominion St,4331 Dominion St,,,Vancouver,BC,CA,V5G 1C7,"49.2567138672, -123.007354736",49.25671387,-123.0073547,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Powell River #182,Starbucks,79575-106737,,LS,7040 Barnet St,7040 Barnet St,,,Powell River,BC,CA,V8A 2A1,"49.8417854309, -124.518829346",49.84178543,-124.5188293,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Quartier Dix30,Starbucks,4077-140783,450-676-9888,CO,"7230 Boul Du Quartier, Suite 5",7230 Boul Du Quartier,Suite 5,,Montreal,QC,CA,J4Y 0B5,"45.4440917969, -73.440536499",45.4440918,-73.4405365,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
7355 Bayview Ave,Starbucks,4307-1033,905-771-9229,CO,"7355 Bayview Avenue, Bayview Hills Mall",7355 Bayview Avenue,,Bayview Hills Mall,Thornhill,ON,CA,L3T 5Z2,"43.8131217957, -79.3987045288",43.8131218,-79.39870453,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Leduc #801,Starbucks,74715-97393,780-976-0407,LS,6112 50th Street,6112 50th Street,,,Leduc,AB,CA,T9E 6N7,"53.2748031616, -113.54927063",53.27480316,-113.5492706,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway-Kelowna #7,Starbucks,74774-97794,250-860-4424,LS,2339 Hwy-97,2339 Hwy-97,,,Kelowna,BC,CA,V1X 4H9,"49.8827209473, -119.431991577",49.88272095,-119.4319916,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Big Bend Crossing - Marine & Byrne,Starbucks,4873-114186,604-454-1065,CO,"5761 Marine Way, 400, Big Bend Crossing",5761 Marine Way,400,Big Bend Crossing,Burnaby,BC,CA,V5J 0A6,"49.1987228394, -122.976898193",49.19872284,-122.9768982,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Vancouver #36,Starbucks,79712-107922,,LS,1766 Robson Street,1766 Robson Street,,,Vancouver,BC,CA,V6G 1E2,"49.2912635803, -123.135452271",49.29126358,-123.1354523,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
35 First Commerce Dr,Starbucks,4902-115125,905-727-9824,CO,"35 First Commerce Drive, Building R2",35 First Commerce Drive,Building R2,,Aurora,ON,CA,L4G 0G2,"44.0126914978, -79.4130706787",44.0126915,-79.41307068,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Vancouver #189,Starbucks,74843-99493,6048730225,LS,1780 E Broadway,1780 E Broadway,,,Vancouver,BC,CA,V5N 1W3,"49.2619247437, -123.068222046",49.26192474,-123.068222,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1101 Rutherford Rd,Starbucks,4906-124044,905-709-9854,CO,1101 Rutherford Rd,1101 Rutherford Rd,,,Vaughan,ON,CA,L4J 0E2,"43.8449440002, -79.4705963135",43.844944,-79.47059631,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Centrepoint-Kingsway & Miller,Starbucks,4739-103079,604-431-7479,CO,"4847 Kingsway Ave, Centrepoint",4847 Kingsway Ave,,Centrepoint,Burnaby,BC,CA,V5H 4T6,"49.2272186279, -122.995201111",49.22721863,-122.9952011,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Henderson Hwy,Starbucks,4794-104314,(204) 334-2302,CO,1114 Henderson Hwy,1114 Henderson Hwy,,,Winnipeg,MB,CA,R2G 1L1,"49.9382247925, -97.0932922363",49.93822479,-97.09329224,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Safeway-Quesnel #71,Starbucks,70370-128726,,LS,445 Reid St,445 Reid St,,,Quesnel,BC,CA,V2J 2M7,"52.979724884, -122.497016907",52.97972488,-122.4970169,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Northland Plaza,Starbucks,4244-877,4032102466,CO,"4820 Northland Drive N.W., #303",4820 Northland Drive N.W.,#303,,Calgary,AB,CA,T2L 2L3,"51.0957489014, -114.1404953",51.0957489,-114.1404953,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
95 Princess Street,Starbucks,4523-93970,613-542-6446,CO,95 Princess Street,95 Princess Street,,,Kingston,ON,CA,K7L 1A6,"44.2315292358, -76.482208252",44.23152924,-76.48220825,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
7787 Yonge St,Starbucks,4645-99110,905-762-9889,CO,"7787 Yonge Street, Thornhill Mews",7787 Yonge Street,,Thornhill Mews,Thornhill,ON,CA,L3T 7L2,"43.8171043396, -79.4243011475",43.81710434,-79.42430115,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Cranbrook #2271,Starbucks,74943-103267,,LS,1200 Baker Street,1200 Baker Street,,,Cranbrook,BC,CA,V1C 1A8,"49.5121765137, -115.765228271",49.51217651,-115.7652283,US Mountain Standard Time,-420,GMT+000000 America/Dawson_Cree,2013-12-08 17:41:59-05:00
Save-on-Foods - Sidney,Starbucks,74955-103265,,LS,2345 Beacon Avenue,2345 Beacon Avenue,,,Sidney,BC,CA,V8L 1W9,"48.6481285095, -123.402420044",48.64812851,-123.40242,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Pan Pacific Hotel,Starbucks,4474-29355,604-696-9909,CO,"999 Canada Place, Suite 140, Pan Pacific Hotel",999 Canada Place,Suite 140,Pan Pacific Hotel,Vancouver,BC,CA,V6C 3B5,"49.2877311707, -123.113311768",49.28773117,-123.1133118,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
20 Market Dr,Starbucks,4584-96820,905-878-8300,CO,20 Market Drive,20 Market Drive,,,Milton,ON,CA,L9T 3H5,"43.5231590271, -79.8993759155",43.52315903,-79.89937592,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Panorama Hills,Starbucks,4399-29216,403-226-9867,CO,"177 Country Hills Blvd NW, Unit #238, Panorama Hills Shopping Centre",177 Country Hills Blvd NW,Unit #238,Panorama Hills Shopping Centre,Calgary,AB,CA,T3K 5M6,"51.148475647, -114.071502686",51.14847565,-114.0715027,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Tribeca - 152nd & KGB,Starbucks,4593-97123,604-531-7641,CO,2670 152nd St,2670 152nd St,,,Surrey,BC,CA,V4P 1M8,"49.0502700806, -122.800865173",49.05027008,-122.8008652,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
3940 Brock St N,Starbucks,4911-108286,905 665-9656,CO,3940 Brock Street North,3940 Brock Street North,,,Whitby,ON,CA,L1R 3E1,"43.9147949219, -78.9588928223",43.91479492,-78.95889282,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Park Royal Indigo,Starbucks,4754-104951,604-913-1043,CO,"901 Park Royal South, Park Royal",901 Park Royal South,,Park Royal,West Vancouver,BC,CA,V7T 2W4,"49.3260688782, -123.135467529",49.32606888,-123.1354675,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Robson & Homer,Starbucks,4355-5552,604-687-1187,CO,"398 Robson Street, Unit #5",398 Robson Street,Unit #5,,Vancouver,BC,CA,V6B 6M3,"49.2792549133, -123.116928101",49.27925491,-123.1169281,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
2 Orchard Heights Blvd,Starbucks,4340-1875,905/726-8636,CO,"2 Orchard Heights Blvd., Unit 17",2 Orchard Heights Blvd.,Unit 17,,Aurora,ON,CA,L4G 3W3,"44.0094032288, -79.4705963135",44.00940323,-79.47059631,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Edmonton #814,Starbucks,74500-96848,,LS,500 Manning Dr NW,500 Manning Dr NW,,,Edmonton,AB,CA,T5A 5A1,"53.6010551453, -113.422737122",53.60105515,-113.4227371,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Mission Creek Plaza-Kelowna,Starbucks,4641-99593,250-764-2243,CO,"3957 Lakeshore Road, 101, Lakeshore Plaza",3957 Lakeshore Road,101,Lakeshore Plaza,Kelowna,BC,CA,V1W 1V3,"49.8413734436, -119.487571716",49.84137344,-119.4875717,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Calgary #276,Starbucks,79566-103261,403-236-1210,LS,7740 18th Street SE,7740 18th Street SE,,,Calgary,AB,CA,T2C 2N5,"50.9845085144, -114.014587402",50.98450851,-114.0145874,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Marriott Gateway,Starbucks,3997-146205,,LS,6755 Fallsview Blvd,6755 Fallsview Blvd,,,Niagara Falls,ON,CA,L2G 3W7,"43.0770835876, -79.082069397",43.07708359,-79.0820694,Eastern Standard Time,-300,GMT-05:00 America/New_York,2013-12-08 17:41:59-05:00
Safeway - Camrose #821,Starbucks,74971-103259,,LS,6800 48th Avenue,6800 48th Avenue,,,Camrose,AB,CA,T4V 4T1,"53.0179824829, -112.859115601",53.01798248,-112.8591156,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Longos Oakville,Starbucks,73863-106113,,LS,3455 Wyecroft Rd,3455 Wyecroft Rd,,,Burlington,ON,CA,L6L 0B1,"43.3979797363, -79.7471237183",43.39797974,-79.74712372,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
McLeod Park,Starbucks,4939-128484,780 473 0766,CO,5956 153 Avenue NW,5956 153 Avenue NW,,,Edmonton,AB,CA,T5Y 2W1,"53.6161384583, -113.432411194",53.61613846,-113.4324112,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Inglewood -11th Ave & 9th ST SE,Starbucks,4971-131631,403-263-0612,CO,"1139 9th Avenue SE, 3",1139 9th Avenue SE,3,,Calgary,AB,CA,T2G 0S8,"51.0419082642, -114.036964417",51.04190826,-114.0369644,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
575 Laval Drive,Starbucks,4932-117888,905-720-1129,CO,"575 Laval Drive, Unit 900",575 Laval Drive,Unit 900,,Oshawa,ON,CA,L1J 0B5,"43.8793411255, -78.8787307739",43.87934113,-78.87873077,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Prairie Mall,Starbucks,136-169,(604) 945-5177,CO,"1470 Prairie Avenue, Unit 1480",1470 Prairie Avenue,Unit 1480,,Coquitlam,BC,CA,V3B 5M8,"49.2706756592, -122.755363464",49.27067566,-122.7553635,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
4 St & 23 Ave SW,Starbucks,4272-1075,(403) 229-3008,CO,2219 4th Street S.W.,2219 4th Street S.W.,,,Calgary,AB,CA,T2S 1X1,"51.0325965881, -114.071716309",51.03259659,-114.0717163,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
400 Earl Grey Drive,Starbucks,4336-1907,613-599-6680,CO,400 Earl Grey Drive,400 Earl Grey Drive,,,Kanata,ON,CA,K2T 1B9,"45.3116073608, -75.9141387939",45.31160736,-75.91413879,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Corydon Avenue,Starbucks,4463-86641,204-453-8039,CO,745 Corydon Avenue,745 Corydon Avenue,,,Winnipeg,MB,CA,R3M 0W5,"49.8711242676, -97.1534729004",49.87112427,-97.1534729,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
West Lethbridge Towne Centre,Starbucks,4628-97843,403-328-3613,CO,"550 University Dr West, West Lethbridge Towne Centre",550 University Dr West,,West Lethbridge Towne Centre,Lethbridge,AB,CA,T1J 4T3,"49.6927337646, -112.891792297",49.69273376,-112.8917923,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
The Grange,Starbucks,4784-103640,780-484-4504,CO,2578 Guardian Road NW,2578 Guardian Road NW,,,Edmonton,AB,CA,T5T 1K8,"53.5113792419, -113.675788879",53.51137924,-113.6757889,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Sheraton on the Falls Lobby,Starbucks,75806-68443,905-374-4444,LS,5875 Falls Ave,5875 Falls Ave,,,Niagara Falls,ON,CA,L2G 3K7,"43.090473175, -79.0731582642",43.09047318,-79.07315826,Eastern Standard Time,-300,GMT-05:00 America/New_York,2013-12-08 17:41:59-05:00
2401 City Park Drive,Starbucks,4357-2069,(613) 744-2663,CO,2401 City Park Drive,2401 City Park Drive,,,Gloucester,ON,CA,K1J 1G1,"45.4330406189, -75.6137161255",45.43304062,-75.61371613,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
3050 Vega Blvd,Starbucks,4290-1226,(905) 828-2080,CO,"3050 Vega Blvd, Erin Mills Power Centre",3050 Vega Blvd,,Erin Mills Power Centre,Mississauga,ON,CA,L5L 4X8,"43.515789032, -79.690788269",43.51578903,-79.69078827,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
8 Wellesley,Starbucks,4251-768,(416) 927-8277,CO,"8 Wellesley Street East, #5",8 Wellesley Street East,#5,,Toronto,ON,CA,M4Y 1G2,"43.6650619507, -79.3844146729",43.66506195,-79.38441467,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
BC Childrens Hospital,Starbucks,4471-87100,604-708-2177,CO,"4500 Oak Street, Childrens & Womens Health Center of BC",4500 Oak Street,,Childrens & Womens Health Center of BC,Vancouver,BC,CA,V6H 3N1,"49.2451591492, -123.124847412",49.24515915,-123.1248474,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Montreux-2nd & Yukon,Starbucks,4692-101458,604-708-1507,CO,2035 Yukon St,2035 Yukon St,,,Vancouver,BC,CA,V5Y 3W3,"49.267288208, -123.112945557",49.26728821,-123.1129456,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway-Richmond #191,Starbucks,79539-97379,,LS,8671 # Road,8671 # Road,,,Richmond,BC,CA,V7C 1V2,"49.1494750977, -123.182312012",49.1494751,-123.182312,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Grouse Mountain Resort Vancouver,Starbucks,75829-58840,604-984-0661,LS,6400 Nancy Green Way,6400 Nancy Green Way,,,Vancouver,BC,CA,V7R 4K9,"49.3724822998, -123.098655701",49.3724823,-123.0986557,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
25 Consumers Dr,Starbucks,4627-99063,905-668-0638,CO,25 Consumers Drive,25 Consumers Drive,,,Whitby,ON,CA,L1N 9S2,"43.8718795776, -78.9082260132",43.87187958,-78.90822601,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Kenaston Indigo,Starbucks,4984-138086,204 488-1781,CO,"1590 Kenaston Blvd, 110",1590 Kenaston Blvd,110,,Winnipeg,MB,CA,R2P 0Y4,"49.8236465454, -97.2033309937",49.82364655,-97.20333099,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Campbell River,Starbucks,4293-556,(250) 286-6335,CO,"1416 Island Highway, Unit 136, Discovery Harbour Shopping Center",1416 Island Highway,Unit 136,Discovery Harbour Shopping Center,Campbell River,BC,CA,V9W 2E3,"50.0340957642, -125.250297546",50.03409576,-125.2502975,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Bathurst & Sheppard,Starbucks,4585-95347,416-631-6868,CO,"626 Sheppard Avenue West, Sheppard Plaza",626 Sheppard Avenue West,,Sheppard Plaza,Toronto,ON,CA,M3H 2S1,"43.7556037903, -79.4403915405",43.75560379,-79.44039154,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
